identif_mask,modelo,score,restritivo,positivo,msg,anomesdia
735,YWZ,867608,867,608,,20210331
736,YWZ,742000,742,0,,20210331
737,YWZ,750807,750,807,,20210331
738,YWZ,742000,742,0,,20210331
739,YWZ,3003,3,3,,20210331
740,YWZ,639594,639,594,,20210331
741,YWZ,3003,3,3,,20210331
742,YWZ,767419,767,419,,20210331
743,YWZ,3003,3,3,,20210331
744,YWZ,836000,836,0,,20210331
745,YWZ,3003,3,3,,20210331
746,YWZ,884807,884,807,,20210331
747,YWZ,3003,3,3,,20210331
748,YWZ,3003,3,3,,20210331
749,YWZ,3003,3,3,,20210331
750,YWZ,3003,3,3,,20210331
751,YWZ,3003,3,3,,20210331
752,YWZ,696924,696,924,,20210331
753,YWZ,760000,760,0,,20210331
754,YWZ,598000,598,0,,20210331
755,YWZ,742000,742,0,,20210331
756,YWZ,720862,720,862,,20210331
757,YWZ,3003,3,3,,20210331
758,YWZ,747722,747,722,,20210331
759,YWZ,622000,622,0,,20210331
760,YWZ,3003,3,3,,20210331
761,YWZ,871000,871,0,,20210331
762,YWZ,701000,701,0,,20210331
763,YWZ,3003,3,3,,20210331
764,YWZ,623000,623,0,INVALIDO,20210331
765,YWZ,821924,821,924,,20210331
766,YWZ,1001,1,1,,20210331
767,YWZ,3003,3,3,,20210331
768,YWZ,2002,2,2,,20210331
769,YWZ,3003,3,3,,20210331
770,YWZ,3003,3,3,,20210331
771,YWZ,898628,898,628,,20210331
772,YWZ,3003,3,3,,20210331
773,YWZ,3003,3,3,,20210331
774,YWZ,762000,762,0,,20210331
775,YWZ,2002,2,2,,20210331
776,YWZ,2002,2,2,,20210331
777,YWZ,584657,584,657,,20210331
778,YWZ,620000,620,0,,20210331
779,YWZ,598000,598,0,,20210331
780,YWZ,3003,3,3,,20210331
781,YWZ,628924,628,924,,20210331
782,YWZ,3003,3,3,,20210331
783,YWZ,628000,628,0,,20210331
784,YWZ,3003,3,3,,20210331
785,YWZ,756862,756,862,,20210331
786,YWZ,2002,2,2,,20210331
787,YWZ,2002,2,2,,20210331
788,YWZ,809924,809,924,,20210331
789,YWZ,3003,3,3,,20210331
790,YWZ,666622,666,622,,20210331
791,YWZ,737000,737,0,,20210331
792,YWZ,909747,909,747,,20210331
793,YWZ,907924,907,924,,20210331
794,YWZ,742000,742,0,,20210331
795,YWZ,715924,715,924,,20210331
796,YWZ,2002,2,2,,20210331
797,YWZ,659000,659,0,,20210331
798,YWZ,662747,662,747,,20210331
799,YWZ,3003,3,3,,20210331
800,YWZ,3003,3,3,,20210331
801,YWZ,742862,742,862,,20210331
802,YWZ,742000,742,0,,20210331
803,YWZ,3003,3,3,,20210331
804,YWZ,492000,492,0,,20210331
805,YWZ,2002,2,2,,20210331
806,YWZ,615000,615,0,,20210331
807,YWZ,693862,693,862,,20210331
808,YWZ,667791,667,791,,20210331
809,YWZ,563630,563,630,,20210331
810,YWZ,833836,833,836,,20210331
811,YWZ,3003,3,3,,20210331
812,YWZ,3003,3,3,,20210331
813,YWZ,727686,727,686,,20210331
814,YWZ,2002,2,2,,20210331
815,YWZ,789614,789,614,,20210331
816,YWZ,714713,714,713,,20210331
817,YWZ,2002,2,2,,20210331
818,YWZ,741664,741,664,,20210331
819,YWZ,866822,866,822,,20210331
820,YWZ,810000,810,0,,20210331
821,YWZ,3003,3,3,,20210331
822,YWZ,683720,683,720,,20210331
823,YWZ,2002,2,2,,20210331
824,YWZ,3003,3,3,,20210331
825,YWZ,889746,889,746,,20210331
826,YWZ,604791,604,791,,20210331
827,YWZ,742000,742,0,,20210331
828,YWZ,3003,3,3,,20210331
829,YWZ,3003,3,3,,20210331
830,YWZ,2002,2,2,,20210331
831,YWZ,515862,515,862,,20210331
832,YWZ,2002,2,2,,20210331
833,YWZ,742000,742,0,,20210331
834,YWZ,3003,3,3,,20210331
835,YWZ,742000,742,0,,20210331
836,YWZ,3003,3,3,,20210331
837,YWZ,3003,3,3,,20210331
838,YWZ,3003,3,3,,20210331
839,YWZ,742000,742,0,,20210331
840,YWZ,825924,825,924,,20210331
841,YWZ,742000,742,0,,20210331
842,YWZ,3003,3,3,,20210331
843,YWZ,661862,661,862,,20210331
844,YWZ,2002,2,2,,20210331
845,YWZ,839000,839,0,,20210331
846,YWZ,742000,742,0,,20210331
847,YWZ,581786,581,786,,20210331
848,YWZ,742000,742,0,,20210331
849,YWZ,742000,742,0,,20210331
850,YWZ,753769,753,769,,20210331
851,YWZ,874862,874,862,,20210331
852,YWZ,3003,3,3,,20210331
853,YWZ,3003,3,3,,20210331
854,YWZ,683713,683,713,,20210331
855,YWZ,3003,3,3,,20210331
856,YWZ,1001,1,1,,20210331
857,YWZ,824862,824,862,,20210331
858,YWZ,3003,3,3,,20210331
859,YWZ,3003,3,3,,20210331
860,YWZ,484637,484,637,,20210331
861,YWZ,594000,594,0,,20210331
862,YWZ,645769,645,769,,20210331
863,YWZ,677000,677,0,,20210331
864,YWZ,2002,2,2,,20210331
865,YWZ,742000,742,0,,20210331
866,YWZ,742000,742,0,,20210331
867,YWZ,3003,3,3,,20210331
868,YWZ,865783,865,783,,20210331
869,YWZ,3003,3,3,,20210331
870,YWZ,742000,742,0,,20210331
871,YWZ,2002,2,2,,20210331
872,YWZ,668791,668,791,,20210331
873,YWZ,3003,3,3,,20210331
874,YWZ,838862,838,862,,20210331
875,YWZ,770000,770,0,,20210331
876,YWZ,742000,742,0,,20210331
877,YWZ,854000,854,0,,20210331
878,YWZ,2002,2,2,,20210331
879,YWZ,770000,770,0,,20210331
880,YWZ,3003,3,3,,20210331
881,YWZ,3003,3,3,,20210331
882,YWZ,1001,1,1,,20210331
883,YWZ,2002,2,2,,20210331
884,YWZ,807000,807,0,,20210331
885,YWZ,742000,742,0,,20210331
886,YWZ,782000,782,0,,20210331
887,YWZ,2002,2,2,,20210331
888,YWZ,665774,665,774,,20210331
889,YWZ,2002,2,2,,20210331
890,YWZ,841862,841,862,,20210331
891,YWZ,3003,3,3,,20210331
892,YWZ,3003,3,3,,20210331
893,YWZ,742000,742,0,,20210331
894,YWZ,732895,732,895,,20210331
895,YWZ,2002,2,2,,20210331
896,YWZ,789000,789,0,,20210331
897,YWZ,629000,629,0,,20210331
898,YWZ,453747,453,747,,20210331
899,YWZ,746000,746,0,,20210331
900,YWZ,693000,693,0,,20210331
901,YWZ,849765,849,765,,20210331
902,YWZ,844862,844,862,,20210331
903,YWZ,742000,742,0,,20210331
904,YWZ,3003,3,3,,20210331
905,YWZ,612397,612,397,,20210331
906,YWZ,742000,742,0,,20210331
907,YWZ,3003,3,3,,20210331
908,YWZ,742000,742,0,,20210331
909,YWZ,3003,3,3,,20210331
910,YWZ,742000,742,0,,20210331
911,YWZ,742000,742,0,,20210331
912,YWZ,3003,3,3,,20210331
913,YWZ,717000,717,0,,20210331
914,YWZ,722791,722,791,,20210331
915,YWZ,2002,2,2,,20210331
916,YWZ,3003,3,3,,20210331
917,YWZ,742000,742,0,,20210331
918,YWZ,666747,666,747,,20210331
919,YWZ,772791,772,791,,20210331
920,YWZ,2002,2,2,,20210331
921,YWZ,2002,2,2,,20210331
922,YWZ,3003,3,3,,20210331
923,YWZ,626000,626,0,,20210331
924,YWZ,529000,529,0,,20210331
925,YWZ,3003,3,3,,20210331
926,YWZ,769000,769,0,,20210331
927,YWZ,3003,3,3,,20210331
928,YWZ,777000,777,0,,20210331
929,YWZ,742000,742,0,,20210331
930,YWZ,584000,584,0,,20210331
931,YWZ,711862,711,862,,20210331
932,YWZ,577000,577,0,,20210331
933,YWZ,3003,3,3,,20210331
934,YWZ,2002,2,2,,20210331
935,YWZ,688000,688,0,,20210331
936,YWZ,742000,742,0,,20210331
937,YWZ,3003,3,3,,20210331
938,YWZ,3003,3,3,,20210331
939,YWZ,690000,690,0,,20210331
940,YWZ,870862,870,862,,20210331
941,YWZ,3003,3,3,,20210331
942,YWZ,798000,798,0,,20210331
943,YWZ,780862,780,862,,20210331
944,YWZ,3003,3,3,,20210331
945,YWZ,600735,600,735,,20210331
946,YWZ,2002,2,2,,20210331
947,YWZ,895691,895,691,,20210331
948,YWZ,3003,3,3,,20210331
949,YWZ,1001,1,1,,20210331
950,YWZ,3003,3,3,,20210331
951,YWZ,3003,3,3,,20210331
952,YWZ,810000,810,0,,20210331
953,YWZ,3003,3,3,,20210331
954,YWZ,670000,670,0,,20210331
955,YWZ,641000,641,0,,20210331
956,YWZ,698660,698,660,,20210331
957,YWZ,782000,782,0,,20210331
958,YWZ,615814,615,814,,20210331
959,YWZ,2002,2,2,,20210331
960,YWZ,3003,3,3,,20210331
961,YWZ,808000,808,0,,20210331
962,YWZ,1001,1,1,,20210331
963,YWZ,3003,3,3,,20210331
964,YWZ,772747,772,747,,20210331
965,YWZ,849000,849,0,,20210331
966,YWZ,706000,706,0,,20210331
967,YWZ,742000,742,0,,20210331
968,YWZ,3003,3,3,,20210331
969,YWZ,669000,669,0,,20210331
970,YWZ,3003,3,3,,20210331
971,YWZ,2002,2,2,,20210331
972,YWZ,742000,742,0,,20210331
973,YWZ,3003,3,3,,20210331
974,YWZ,3003,3,3,,20210331
975,YWZ,3003,3,3,,20210331
976,YWZ,387713,387,713,,20210331
977,YWZ,3003,3,3,,20210331
978,YWZ,454497,454,497,,20210331
979,YWZ,748000,748,0,,20210331
980,YWZ,742000,742,0,,20210331
981,YWZ,766000,766,0,,20210331
982,YWZ,680000,680,0,,20210331
983,YWZ,634572,634,572,,20210331
984,YWZ,783000,783,0,,20210331
985,YWZ,2002,2,2,,20210331
986,YWZ,2002,2,2,,20210331
987,YWZ,691766,691,766,,20210331
988,YWZ,766000,766,0,,20210331
989,YWZ,3003,3,3,,20210331
990,YWZ,742862,742,862,,20210331
991,YWZ,692550,692,550,,20210331
992,YWZ,540000,540,0,,20210331
993,YWZ,777795,777,795,,20210331
994,YWZ,566584,566,584,,20210331
995,YWZ,3003,3,3,,20210331
996,YWZ,2002,2,2,,20210331
997,YWZ,738814,738,814,,20210331
998,YWZ,3003,3,3,,20210331
999,YWZ,538711,538,711,,20210331
1000,YWZ,862769,862,769,,20210331
1001,YWZ,331000,331,0,,20210331
1002,YWZ,3003,3,3,,20210331
1003,YWZ,742000,742,0,,20210331
1004,YWZ,656769,656,769,,20210331
1005,YWZ,681769,681,769,,20210331
1006,YWZ,742000,742,0,,20210331
1007,YWZ,839769,839,769,,20210331
1008,YWZ,2002,2,2,,20210331
1009,YWZ,2002,2,2,,20210331
1010,YWZ,3003,3,3,,20210331
1011,YWZ,1001,1,1,,20210331
1012,YWZ,655000,655,0,,20210331
1013,YWZ,742713,742,713,,20210331
1014,YWZ,1001,1,1,,20210331
1015,YWZ,3003,3,3,,20210331
1016,YWZ,3003,3,3,,20210331
1017,YWZ,3003,3,3,,20210331
1018,YWZ,742000,742,0,,20210331
1019,YWZ,770721,770,721,,20210331
1020,YWZ,1001,1,1,,20210331
1021,YWZ,3003,3,3,,20210331
1022,YWZ,800608,800,608,,20210331
1023,YWZ,2002,2,2,,20210331
1024,YWZ,708000,708,0,,20210331
1025,YWZ,742000,742,0,,20210331
1026,YWZ,626862,626,862,,20210331
1027,YWZ,809822,809,822,,20210331
1028,YWZ,779924,779,924,,20210331
1029,YWZ,668000,668,0,,20210331
1030,YWZ,3003,3,3,,20210331
1031,YWZ,2002,2,2,,20210331
1032,YWZ,739791,739,791,,20210331
1033,YWZ,3003,3,3,,20210331
1034,YWZ,3003,3,3,,20210331
1035,YWZ,841862,841,862,,20210331
1036,YWZ,827862,827,862,,20210331
1037,YWZ,2002,2,2,,20210331
1038,YWZ,2002,2,2,,20210331
1039,YWZ,3003,3,3,,20210331
1040,YWZ,749000,749,0,,20210331
1041,YWZ,670000,670,0,,20210331
1042,YWZ,788693,788,693,,20210331
1043,YWZ,3003,3,3,,20210331
1044,YWZ,611000,611,0,,20210331
1045,YWZ,598000,598,0,,20210331
1046,YWZ,742000,742,0,,20210331
1047,YWZ,603000,603,0,,20210331
1048,YWZ,3003,3,3,,20210331
1049,YWZ,2002,2,2,,20210331
1050,YWZ,3003,3,3,,20210331
1051,YWZ,856769,856,769,,20210331
1052,YWZ,751677,751,677,,20210331
1053,YWZ,846791,846,791,,20210331
1054,YWZ,783814,783,814,,20210331
1055,YWZ,3003,3,3,,20210331
1056,YWZ,820924,820,924,,20210331
1057,YWZ,916924,916,924,,20210331
1058,YWZ,473791,473,791,,20210331
1059,YWZ,765862,765,862,,20210331
1060,YWZ,623000,623,0,,20210331
1061,YWZ,3003,3,3,,20210331
1062,YWZ,742000,742,0,,20210331
1063,YWZ,793554,793,554,,20210331
1064,YWZ,742000,742,0,,20210331
1065,YWZ,2002,2,2,,20210331
1066,YWZ,3003,3,3,,20210331
1067,YWZ,3003,3,3,,20210331
1068,YWZ,742000,742,0,,20210331
1069,YWZ,742000,742,0,,20210331
1070,YWZ,852713,852,713,,20210331
1071,YWZ,611892,611,892,,20210331
1072,YWZ,2002,2,2,,20210331
1073,YWZ,3003,3,3,,20210331
1074,YWZ,3003,3,3,,20210331
1075,YWZ,815862,815,862,,20210331
1076,YWZ,3003,3,3,,20210331
1077,YWZ,3003,3,3,,20210331
1078,YWZ,716000,716,0,,20210331
1079,YWZ,3003,3,3,,20210331
1080,YWZ,3003,3,3,,20210331
1081,YWZ,3003,3,3,,20210331
1082,YWZ,698000,698,0,,20210331
1083,YWZ,742000,742,0,,20210331
1084,YWZ,3003,3,3,,20210331
1085,YWZ,3003,3,3,,20210331
1086,YWZ,2002,2,2,,20210331
1087,YWZ,3003,3,3,,20210331
1088,YWZ,2002,2,2,,20210331
1089,YWZ,3003,3,3,,20210331
1090,YWZ,1001,1,1,,20210331
1091,YWZ,742000,742,0,,20210331
1092,YWZ,825743,825,743,,20210331
1093,YWZ,598000,598,0,,20210331
1094,YWZ,3003,3,3,,20210331
1095,YWZ,3003,3,3,,20210331
1096,YWZ,3003,3,3,,20210331
1097,YWZ,1001,1,1,,20210331
1098,YWZ,336747,336,747,,20210331
1099,YWZ,812390,812,390,,20210331
1100,YWZ,3003,3,3,,20210331
1101,YWZ,3003,3,3,,20210331
1102,YWZ,2002,2,2,,20210331
1103,YWZ,3003,3,3,,20210331
1104,YWZ,3003,3,3,,20210331
1105,YWZ,3003,3,3,,20210331
1106,YWZ,3003,3,3,,20210331
1107,YWZ,884000,884,0,,20210331
1108,YWZ,3003,3,3,,20210331
1109,YWZ,2002,2,2,,20210331
1110,YWZ,3003,3,3,,20210331
1111,YWZ,3003,3,3,,20210331
1112,YWZ,875000,875,0,,20210331
1113,YWZ,2002,2,2,,20210331
1114,YWZ,3003,3,3,,20210331
1115,YWZ,2002,2,2,,20210331
1116,YWZ,3003,3,3,,20210331
1117,YWZ,3003,3,3,,20210331
1118,YWZ,599000,599,0,,20210331
1119,YWZ,3003,3,3,,20210331
1120,YWZ,2002,2,2,,20210331
1121,YWZ,2002,2,2,,20210331
1122,YWZ,3003,3,3,,20210331
1123,YWZ,614786,614,786,,20210331
1124,YWZ,625807,625,807,,20210331
1125,YWZ,3003,3,3,,20210331
1126,YWZ,768924,768,924,,20210331
1127,YWZ,3003,3,3,,20210331
1128,YWZ,3003,3,3,,20210331
1129,YWZ,735814,735,814,,20210331
1130,YWZ,609851,609,851,,20210331
1131,YWZ,2002,2,2,,20210331
1132,YWZ,3003,3,3,,20210331
1133,YWZ,892641,892,641,,20210331
1134,YWZ,841000,841,0,,20210331
1135,YWZ,2002,2,2,,20210331
1136,YWZ,701000,701,0,,20210331
1137,YWZ,742862,742,862,,20210331
1138,YWZ,2002,2,2,,20210331
1139,YWZ,557432,557,432,,20210331
1140,YWZ,778747,778,747,,20210331
1141,YWZ,3003,3,3,,20210331
1142,YWZ,2002,2,2,,20210331
1143,YWZ,2002,2,2,,20210331
1144,YWZ,719000,719,0,,20210331
1145,YWZ,3003,3,3,,20210331
1146,YWZ,449000,449,0,,20210331
1147,YWZ,616000,616,0,,20210331
1148,YWZ,3003,3,3,,20210331
1149,YWZ,3003,3,3,,20210331
1150,YWZ,3003,3,3,,20210331
1151,YWZ,2002,2,2,,20210331
1152,YWZ,742000,742,0,,20210331
1153,YWZ,2002,2,2,,20210331
1154,YWZ,689769,689,769,,20210331
1155,YWZ,867608,867,608,,20210331
1156,YWZ,856924,856,924,,20210331
1157,YWZ,2002,2,2,,20210331
1158,YWZ,2002,2,2,,20210331
1159,YWZ,3003,3,3,,20210331
1160,YWZ,528560,528,560,,20210331
1161,YWZ,687862,687,862,,20210331
1162,YWZ,598000,598,0,,20210331
1163,YWZ,866862,866,862,,20210331
1164,YWZ,783780,783,780,,20210331
1165,YWZ,847560,847,560,,20210331
1166,YWZ,2002,2,2,,20210331
1167,YWZ,3003,3,3,,20210331
1168,YWZ,2002,2,2,,20210331
1169,YWZ,868769,868,,769,20210331
1170,YWZ,2002,2,,2,20210331
1171,YWZ,717862,717,,862,20210331
1172,YWZ,780822,780,,822,20210331
1173,YWZ,788000,788,,,20210331
1174,YWZ,2002,2,2,,20210331
1175,YWZ,742000,742,0,,20210331
1176,YWZ,726862,726,862,,20210331
1177,YWZ,727000,727,0,,20210331
1178,YWZ,787608,787,608,,20210331
1179,YWZ,2002,2,2,,20210331
1180,YWZ,2002,2,2,,20210331
1181,YWZ,3003,3,3,,20210331
1182,YWZ,799000,799,0,,20210331
1183,YWZ,3003,3,3,,20210331
1184,YWZ,3003,3,3,,20210331
1185,YWZ,742000,742,0,,20210331
1186,YWZ,3003,3,3,,20210331
1187,YWZ,708924,708,924,,20210331
1188,YWZ,2002,2,2,,20210331
1189,YWZ,2002,2,2,,20210331
1190,YWZ,742000,742,0,,20210331
1191,YWZ,375518,375,518,,20210331
1192,YWZ,461000,461,0,,20210331
1193,YWZ,3003,3,3,,20210331
1194,YWZ,3003,3,3,,20210331
1195,YWZ,3003,3,3,,20210331
1196,YWZ,2002,2,2,,20210331
1197,YWZ,3003,3,3,,20210331
1198,YWZ,653548,653,548,,20210331
1199,YWZ,3003,3,3,,20210331
1200,YWZ,673924,673,924,,20210331
1201,YWZ,3003,3,3,,20210331
1202,YWZ,742000,742,0,,20210331
1203,YWZ,810000,810,0,,20210331
1204,YWZ,2002,2,2,,20210331
1205,YWZ,2002,2,2,,20210331
1206,YWZ,3003,3,3,,20210331
1207,YWZ,742000,742,0,,20210331
1208,YWZ,675822,675,822,,20210331
1209,YWZ,574000,574,0,,20210331
1210,YWZ,2002,2,2,,20210331
1211,YWZ,2002,2,2,,20210331
1212,YWZ,3003,3,3,,20210331
1213,YWZ,3003,3,3,,20210331
1214,YWZ,2002,2,2,,20210331
1215,YWZ,3003,3,3,,20210331
1216,YWZ,742000,742,0,,20210331
1217,YWZ,751419,751,419,,20210331
1218,YWZ,756000,756,0,,20210331
1219,YWZ,2002,2,2,,20210331
1220,YWZ,586560,586,560,,20210331
1221,YWZ,598000,598,0,,20210331
1222,YWZ,667862,667,862,,20210331
1223,YWZ,3003,3,3,,20210331
1224,YWZ,742000,742,0,,20210331
1225,YWZ,3003,3,3,,20210331
1226,YWZ,607542,607,542,,20210331
1227,YWZ,3003,3,3,,20210331
1228,YWZ,742862,742,862,,20210331
1229,YWZ,725791,725,791,,20210331
1230,YWZ,742666,742,666,,20210331
1231,YWZ,770670,770,670,,20210331
1232,YWZ,742691,742,691,,20210331
1233,YWZ,3003,3,3,,20210331
1234,YWZ,3003,3,3,,20210331
1235,YWZ,2002,2,2,,20210331
1236,YWZ,845000,845,0,,20210331
1237,YWZ,599000,599,0,,20210331
1238,YWZ,3003,3,3,,20210331
1239,YWZ,711000,711,0,,20210331
1240,YWZ,742000,742,0,,20210331
1241,YWZ,761862,761,862,,20210331
1242,YWZ,2002,2,2,,20210331
1243,YWZ,2002,2,2,,20210331
1244,YWZ,3003,3,3,,20210331
1245,YWZ,672924,672,924,,20210331
1246,YWZ,845791,845,791,,20210331
1247,YWZ,763924,763,924,,20210331
1248,YWZ,742000,742,0,,20210331
1249,YWZ,766862,766,862,,20210331
1250,YWZ,3003,3,3,,20210331
1251,YWZ,595000,595,0,,20210331
1252,YWZ,3003,3,3,,20210331
1253,YWZ,3003,3,3,,20210331
1254,YWZ,682756,682,756,,20210331
1255,YWZ,717000,717,0,,20210331
1256,YWZ,716862,716,862,,20210331
1257,YWZ,717862,717,862,,20210331
1258,YWZ,550000,550,0,,20210331
1259,YWZ,632000,632,0,,20210331
1260,YWZ,767000,767,0,,20210331
1261,YWZ,742871,742,871,,20210331
1262,YWZ,2002,2,2,,20210331
1263,YWZ,680497,680,497,,20210331
1264,YWZ,717665,717,665,,20210331
1265,YWZ,2002,2,2,,20210331
1266,YWZ,742000,742,0,,20210331
1267,YWZ,635683,635,683,,20210331
1268,YWZ,698822,698,822,,20210331
1269,YWZ,3003,3,3,,20210331
1270,YWZ,2002,2,2,,20210331
1271,YWZ,785605,785,605,,20210331
1272,YWZ,3003,3,3,,20210331
1273,YWZ,3003,3,3,,20210331
1274,YWZ,945924,945,924,,20210331
1275,YWZ,3003,3,3,,20210331
1276,YWZ,746000,746,0,,20210331
1277,YWZ,3003,3,3,,20210331
1278,YWZ,3003,3,3,,20210331
1279,YWZ,801862,801,862,,20210331
1280,YWZ,734814,734,814,,20210331
1281,YWZ,818608,818,608,,20210331
1282,YWZ,3003,3,3,,20210331
1283,YWZ,3003,3,3,,20210331
1284,YWZ,1001,1,1,,20210331
1285,YWZ,3003,3,3,,20210331
1286,YWZ,2002,2,2,,20210331
1287,YWZ,744000,744,0,,20210331
1288,YWZ,3003,3,3,,20210331
1289,YWZ,3003,3,3,,20210331
1290,YWZ,791000,791,0,,20210331
1291,YWZ,593000,593,0,,20210331
1292,YWZ,3003,3,3,,20210331
1293,YWZ,830924,830,924,,20210331
1294,YWZ,3003,3,3,,20210331
1295,YWZ,3003,3,3,,20210331
1296,YWZ,3003,3,3,,20210331
1297,YWZ,3003,3,3,,20210331
1298,YWZ,618000,618,0,,20210331
1299,YWZ,2002,2,2,,20210331
1300,YWZ,870742,870,742,,20210331
1301,YWZ,589608,589,608,,20210331
1302,YWZ,565594,565,594,,20210331
1303,YWZ,614262,614,262,,20210331
1304,YWZ,739729,739,729,,20210331
1305,YWZ,743000,743,0,,20210331
1306,YWZ,510851,510,851,,20210331
1307,YWZ,3003,3,3,,20210331
1308,YWZ,742000,742,0,,20210331
1309,YWZ,745594,745,594,,20210331
1310,YWZ,3003,3,3,,20210331
1311,YWZ,3003,3,3,,20210331
1312,YWZ,3003,3,3,,20210331
1313,YWZ,1001,1,1,,20210331
1314,YWZ,2002,2,2,,20210331
1315,YWZ,896924,896,924,,20210331
1316,YWZ,3003,3,3,,20210331
1317,YWZ,747608,747,608,,20210331
1318,YWZ,2002,2,2,,20210331
1319,YWZ,694594,694,594,,20210331
1320,YWZ,742000,742,0,,20210331
1321,YWZ,587000,587,0,,20210331
1322,YWZ,3003,3,3,,20210331
1323,YWZ,774000,774,0,,20210331
1324,YWZ,3003,3,3,,20210331
1325,YWZ,613807,613,807,,20210331
1326,YWZ,747560,747,560,,20210331
1327,YWZ,3003,3,3,,20210331
1328,YWZ,701657,701,657,,20210331
1329,YWZ,774822,774,822,,20210331
1330,YWZ,704735,704,735,,20210331
1331,YWZ,734628,734,628,,20210331
1332,YWZ,2002,2,2,,20210331
1333,YWZ,742000,742,0,,20210331
1334,YWZ,742000,742,0,,20210331
1335,YWZ,3003,3,3,,20210331
1336,YWZ,3003,3,3,,20210331
1337,YWZ,599000,599,0,,20210331
1338,YWZ,3003,3,3,,20210331
1339,YWZ,3003,3,3,,20210331
1340,YWZ,670000,670,0,,20210331
1341,YWZ,497678,497,678,,20210331
1342,YWZ,885862,885,862,,20210331
1343,YWZ,3003,3,3,,20210331
1344,YWZ,790000,790,0,,20210331
1345,YWZ,2002,2,2,,20210331
1346,YWZ,742000,742,0,,20210331
1347,YWZ,808000,808,0,,20210331
1348,YWZ,3003,3,3,,20210331
1349,YWZ,808862,808,862,,20210331
1350,YWZ,742000,742,0,,20210331
1351,YWZ,732670,732,670,,20210331
1352,YWZ,3003,3,3,,20210331
1353,YWZ,725347,725,347,,20210331
1354,YWZ,766000,766,0,,20210331
1355,YWZ,885554,885,554,,20210331
1356,YWZ,742000,742,0,,20210331
1357,YWZ,742000,742,0,,20210331
1358,YWZ,2002,2,2,,20210331
1359,YWZ,498924,498,924,,20210331
1360,YWZ,2002,2,2,,20210331
1361,YWZ,3003,3,3,,20210331
1362,YWZ,2002,2,2,,20210331
1363,YWZ,721000,721,0,,20210331
1364,YWZ,3003,3,3,,20210331
1365,YWZ,2002,2,2,,20210331
1366,YWZ,3003,3,3,,20210331
1367,YWZ,742000,742,0,,20210331
1368,YWZ,3003,3,3,,20210331
1369,YWZ,2002,2,2,,20210331
1370,YWZ,2002,2,2,,20210331
1371,YWZ,3003,3,3,,20210331
1372,YWZ,720924,720,924,,20210331
1373,YWZ,684743,684,743,,20210331
1374,YWZ,601727,601,727,727,20210331
1375,YWZ,3003,3,3,3,20210331
1376,YWZ,2002,2,2,2,20210331
1377,YWZ,597000,597,0,0,20210331
1378,YWZ,2002,2,2,2,20210331
1379,YWZ,3003,3,3,3,20210331
1380,YWZ,713862,713,862,862,20210331
1381,YWZ,645000,645,0,0,20210331
1382,YWZ,742000,742,0,0,20210331
1383,YWZ,3003,3,3,3,20210331
1384,YWZ,3003,3,3,,20210331
1385,YWZ,716822,716,822,,20210331
1386,YWZ,618629,618,629,,20210331
1387,YWZ,3003,3,3,,20210331
1388,YWZ,1001,1,1,,20210331
1389,YWZ,3003,3,3,,20210331
1390,YWZ,512628,512,628,,20210331
1391,YWZ,704608,704,608,,20210331
1392,YWZ,3003,3,3,,20210331
1393,YWZ,2002,2,2,,20210331
1394,YWZ,3003,3,3,,20210331
1395,YWZ,3003,3,3,,20210331
1396,YWZ,742000,742,0,,20210331
1397,YWZ,3003,3,3,,20210331
1398,YWZ,685713,685,713,,20210331
1399,YWZ,3003,3,3,,20210331
1400,YWZ,856862,856,862,,20210331
1401,YWZ,855646,855,646,,20210331
1402,YWZ,348594,348,594,,20210331
1403,YWZ,742000,742,0,,20210331
1404,YWZ,742729,742,729,,20210331
1405,YWZ,716777,716,777,,20210331
1406,YWZ,674000,674,0,,20210331
1407,YWZ,711000,711,0,,20210331
1408,YWZ,2002,2,2,,20210331
1409,YWZ,706666,706,666,,20210331
1410,YWZ,887862,887,862,,20210331
1411,YWZ,2002,2,2,,20210331
1412,YWZ,3003,3,3,,20210331
1413,YWZ,862000,862,0,,20210331
1414,YWZ,784547,784,547,,20210331
1415,YWZ,2002,2,2,,20210331
1416,YWZ,876822,876,822,,20210331
1417,YWZ,2002,2,2,,20210331
1418,YWZ,2002,2,2,,20210331
1419,YWZ,2002,2,2,,20210331
1420,YWZ,592000,592,0,,20210331
1421,YWZ,804513,804,513,,20210331
1422,YWZ,833924,833,924,,20210331
1423,YWZ,862000,862,0,,20210331
1424,YWZ,742862,742,862,,20210331
1425,YWZ,742000,742,0,,20210331
1426,YWZ,659862,659,862,,20210331
1427,YWZ,711745,711,745,,20210331
1428,YWZ,3003,3,3,,20210331
1429,YWZ,2002,2,2,,20210331
1430,YWZ,766862,766,862,,20210331
1431,YWZ,3003,3,3,,20210331
1432,YWZ,3003,3,3,,20210331
1433,YWZ,3003,3,3,,20210331
1434,YWZ,3003,3,3,,20210331
1435,YWZ,2002,2,2,,20210331
1436,YWZ,691000,691,0,,20210331
1437,YWZ,641647,641,647,,20210331
1438,YWZ,640000,640,0,,20210331
1439,YWZ,3003,3,3,,20210331
1440,YWZ,3003,3,3,,20210331
1441,YWZ,3003,3,3,,20210331
1442,YWZ,2002,2,2,,20210331
1443,YWZ,2002,2,2,,20210331
1444,YWZ,2002,2,2,,20210331
1445,YWZ,742000,742,0,,20210331
